symbol	company_name	LastSale	MarketCap	IPOyear	Sector	industry	quote
RQI	Cohen & Steers Quality Income Realty Fund Inc	13.56	$1.48B	2002	n/a	n/a	http://www.nasdaq.com/symbol/rqi
RNP	Cohen & Steers Reit and Preferred Income Fund Inc	21.17	$1.01B	2003	n/a	n/a	http://www.nasdaq.com/symbol/rnp
PSF	Cohen & Steers Select Preferred and Income Fund, Inc.	27.78	$333.06M	2010	n/a	n/a	http://www.nasdaq.com/symbol/psf
RFI	Cohen & Steers Total Return Realty Fund, Inc.	13.72	$358.58M	1993	n/a	n/a	http://www.nasdaq.com/symbol/rfi
CFX	Colfax Corporation	29.84	$3.66B	2008	Capital Goods	Fluid Controls	http://www.nasdaq.com/symbol/cfx
CL	Colgate-Palmolive Company	74.89	$66.76B	n/a	Consumer Non-Durables	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/cl
CXE	Colonial High Income Municipal Trust	5.44	$171.38M	1989	n/a	n/a	http://www.nasdaq.com/symbol/cxe
CIF	Colonial Intermediate High Income Fund	2.61	$54.39M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cif
CXH	Colonial Investment Grade Municipal Trust	10.61	$122.94M	1989	n/a	n/a	http://www.nasdaq.com/symbol/cxh
CMU	Colonial Municipal Income Trust	5.08	$143.76M	1987	n/a	n/a	http://www.nasdaq.com/symbol/cmu
CLNY	Colony Capital, Inc	18.69	$2.13B	2009	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/clny
CLNY^A	Colony Capital, Inc	26.27	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/clny^a
CLNY^B	Colony Capital, Inc	26.0999	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/clny^b
CLNY^C	Colony Capital, Inc	25.2	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/clny^c
SFR	Colony Starwood Homes	31.3	$3.18B	2014	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/sfr
CPPL	Columbia Pipeline Partners LP	14.01	$1.41B	2015	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/cppl
CXP	Columbia Property Trust, Inc.	23.72	$2.93B	2013	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/cxp
STK	Columbia Seligman Premium Technology Growth Fund, Inc	18.56	$285M	2009	n/a	n/a	http://www.nasdaq.com/symbol/stk
CCV	Comcast Corporation	26.9622	n/a	2012	Consumer Services	Television Services	http://www.nasdaq.com/symbol/ccv
CCZ	Comcast Corporation	54.32	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/ccz
CMA	Comerica Incorporated	47.58	$8.27B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/cma
CMA.WS	Comerica Incorporated	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cma.ws
FIX	Comfort Systems USA, Inc.	28.89	$1.08B	1997	Capital Goods	Engineering & Construction	http://www.nasdaq.com/symbol/fix
CMC	Commercial Metals Company	15.5	$1.78B	n/a	Basic Industries	Steel/Iron Ore	http://www.nasdaq.com/symbol/cmc
CBU	Community Bank System, Inc.	47.87	$2.12B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/cbu
CYH	Community Health Systems, Inc.	10.79	$1.23B	2000	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/cyh
CHCT	Community Healthcare Trust Incorporated	22.95	$296.31M	2015	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/chct
CIG	Comp En De Mn Cemig ADS	2.9	$3.65B	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/cig
CIG.C	Comp En De Mn Cemig ADS	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cig.c
CBD	Companhia Brasileira de Distribuicao	16.19	$4.3B	1997	Consumer Services	Food Chains	http://www.nasdaq.com/symbol/cbd
SBS	Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp	9.49	$6.49B	2002	Public Utilities	Water Supply	http://www.nasdaq.com/symbol/sbs
ELP	Companhia Paranaense de Energia (COPEL)	10.69	$2.93B	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/elp
CCU	Compania Cervecerias Unidas, S.A.	21.6	$3.99B	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/ccu
CODI	Compass Diversified Holdings	17.45	$947.54M	2006	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/codi
CMP	Compass Minerals International, Inc.	75.72	$2.56B	2003	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	http://www.nasdaq.com/symbol/cmp
CSC	Computer Sciences Corporation	49.08	$6.89B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/csc
CRK	Comstock Resources, Inc.	6.92	$84.27M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/crk
CAG	ConAgra Foods, Inc.	46.64	$20.46B	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/cag
CXO	Concho Resources Inc.	131.49	$17.33B	2007	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/cxo
CCM	Concord Medical Services Holdings Limited	4.24	$187.97M	2009	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/ccm
CNNX	Cone Midstream Partners LP	18.92	$1.1B	2014	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/cnnx
COP	ConocoPhillips	40.92	$50.68B	n/a	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/cop
CNX	CONSOL Energy Inc.	18.37	$4.21B	1999	Energy	Coal Mining	http://www.nasdaq.com/symbol/cnx
ED	Consolidated Edison Inc	75.55	$23B	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/ed
STZ	Constellation Brands Inc	167	$33.49B	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/stz
STZ.B	Constellation Brands Inc	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/stz.b
CSTM	Constellium N.V.	7.87	$830.47M	2013	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/cstm
TCS	Container Store (The)	5.33	$257.76M	2013	Consumer Services	Home Furnishings	http://www.nasdaq.com/symbol/tcs
CBPX	Continental Building Products, Inc.	22.07	$892.69M	2014	Capital Goods	Building Materials	http://www.nasdaq.com/symbol/cbpx
CLR	Continental Resources, Inc.	50.29	$18.84B	2007	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/clr
VLRS	Controladora Vuela Compania de Aviacion, S.A.B. de C.V.	17.98	$1.82B	2013	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/vlrs
CVG	Convergys Corporation	30.3	$2.91B	1998	Technology	EDP Services	http://www.nasdaq.com/symbol/cvg
COO	Cooper Companies, Inc. (The)	185.92	$9.01B	n/a	Health Care	Ophthalmic Goods	http://www.nasdaq.com/symbol/coo
CTB	Cooper Tire & Rubber Company	34.16	$1.85B	n/a	Consumer Durables	Automotive Aftermarket	http://www.nasdaq.com/symbol/ctb
CPS	Cooper-Standard Holdings Inc.	99.38	$1.72B	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/cps
CPA	Copa Holdings, S.A.	77.42	$3.26B	2005	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/cpa
CLB	Core Laboratories N.V.	112.32	$4.95B	1995	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/clb
CLGX	CoreLogic, Inc.	41.45	$3.66B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/clgx
CORR	CorEnergy Infrastructure Trust, Inc.	30.77	$365.27M	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/corr
CORR^A	CorEnergy Infrastructure Trust, Inc.	24.9848	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/corr^a
COR	CoreSite Realty Corporation	79.59	$2.7B	2010	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/cor
COR^A	CoreSite Realty Corporation	26.49	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cor^a
GLW	Corning Incorporated	22.77	$23.61B	n/a	Basic Industries	Telecommunications Equipment	http://www.nasdaq.com/symbol/glw
GYC	Corporate Asset Backed Corp CABCO	24.31	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/gyc
OFC	Corporate Office Properties Trust	28.83	$2.73B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ofc
OFC^L	Corporate Office Properties Trust	26.2405	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ofc^l
CXW	Corrections Corporation of America	16.05	$1.89B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/cxw
CZZ	Cosan Limited	7.28	$1.93B	n/a	Consumer Non-Durables	Specialty Foods	http://www.nasdaq.com/symbol/czz
CMRE	Costamare Inc.	8.75	$662.35M	2010	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/cmre
CMRE^B	Costamare Inc.	20.8739	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cmre^b
CMRE^C	Costamare Inc.	21.6699	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cmre^c
CMRE^D	Costamare Inc.	22.22	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cmre^d
COTV	Cotiviti Holdings, Inc.	32.83	$2.96B	2016	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/cotv
COT	Cott Corporation	16.38	$2.26B	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/cot
COTY	Coty Inc.	26.43	$8.88B	2013	Consumer Non-Durables	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/coty
CFC^B	Countrywide Financial Corporation	25.685	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cfc^b
CUZ	Cousins Properties Incorporated	11.17	$2.35B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/cuz
CVA	Covanta Holding Corporation	15.22	$1.99B	n/a	Basic Industries	Electric Utilities: Central	http://www.nasdaq.com/symbol/cva
CPF	CPB Inc.	25.89	$802.3M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/cpf
CPL	CPFL Energia S.A.	14.69	$7.48B	2004	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/cpl
CR	Crane Company	65.16	$3.81B	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/cr
CRD.A	Crawford & Company	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/crd.a
CRD.B	Crawford & Company	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/crd.b
BAP	Credicorp Ltd.	162.15	$15.3B	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/bap
CS	Credit Suisse Group	13.27	$27.62B	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/cs
CPG	Crescent Point Energy Corporation	15.38	$7.8B	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/cpg
CEQP	Crestwood Equity Partners LP	20.91	$1.44B	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/ceqp
CRH	CRH PLC	33.89	$27.92B	n/a	Capital Goods	Building Materials	http://www.nasdaq.com/symbol/crh
CRT	Cross Timbers Royalty Trust	18.7472	$112.48M	1992	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/crt
CAPL	CrossAmerica Partners LP	26	$868.47M	2012	Energy	Oil Refining/Marketing	http://www.nasdaq.com/symbol/capl
CCI	Crown Castle International Corporation	96.06	$32.43B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/cci
CCI^A	Crown Castle International Corporation	114.12	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cci^a
CCK	Crown Holdings, Inc.	54.83	$7.66B	n/a	Consumer Durables	Containers/Packaging	http://www.nasdaq.com/symbol/cck
CRY	CryoLife, Inc.	16.23	$553.61M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/cry
CSRA	CSRA Inc.	26.4	$4.32B	2015	Technology	EDP Services	http://www.nasdaq.com/symbol/csra
CSS	CSS Industries, Inc.	25.34	$229.94M	n/a	Consumer Services	Consumer: Greeting Cards	http://www.nasdaq.com/symbol/css
CST	CST Brands, Inc.	47.85	$3.62B	n/a	Consumer Durables	Automotive Aftermarket	http://www.nasdaq.com/symbol/cst
CTS	CTS Corporation	19.43	$636.51M	n/a	Technology	Electrical Products	http://www.nasdaq.com/symbol/cts
CUBE	CubeSmart	28.16	$5.05B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/cube
CUBE^A	CubeSmart	25.6	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cube^a
CUB	Cubic Corporation	48.01	$1.3B	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/cub
CFR	Cullen/Frost Bankers, Inc.	73.62	$4.57B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/cfr
CFR^A	Cullen/Frost Bankers, Inc.	27.6	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cfr^a
CFI	Culp, Inc.	33.5	$410.89M	n/a	Basic Industries	Textiles	http://www.nasdaq.com/symbol/cfi
CMI	Cummins Inc.	126.16	$21.28B	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/cmi
CW	Curtiss-Wright Corporation	91.12	$4.05B	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/cw
SRF	Cushing Energy Income Fund (The)	9.6	$23.76M	2012	n/a	n/a	http://www.nasdaq.com/symbol/srf
SZC	Cushing Renaissance Fund (The)	16.72	$101.23M	2012	n/a	n/a	http://www.nasdaq.com/symbol/szc
CUBI	Customers Bancorp, Inc	26.8	$731.43M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/cubi
CUBI^C	Customers Bancorp, Inc	27.25	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cubi^c
CUBI^D	Customers Bancorp, Inc	26.7	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cubi^d
CUBI^E	Customers Bancorp, Inc	26.9258	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cubi^e
CUBS	Customers Bancorp, Inc	27.0096	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/cubs
CSI	Cutwater Select Income Fund	20.7	$221.67M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/csi
CVT	CVENT, INC.	32.45	$1.37B	1987	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/cvt
CVI	CVR Energy Inc.	14	$1.22B	2007	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/cvi
UAN	CVR Partners, LP	6.02	$681.96M	2011	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/uan
CVRR	CVR Refining, LP	6.68	$985.97M	2013	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/cvrr
CVS	CVS Health Corporation	93.84	$100.05B	n/a	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/cvs
CELP	Cypress Energy Partners, L.P.	8.98	$106.43M	2014	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/celp
CYS	CYS Investments, Inc.	8.91	$1.35B	2009	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/cys
CYS^A	CYS Investments, Inc.	24.56	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cys^a
CYS^B	CYS Investments, Inc.	24.59	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/cys^b
DHI	D.R. Horton, Inc.	31.61	$11.77B	n/a	Capital Goods	Homebuilding	http://www.nasdaq.com/symbol/dhi
CB	D/B/A Chubb Limited New	127.81	$59.44B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/cb
DAN	Dana Incorporated	14.68	$2.11B	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/dan
DHR	Danaher Corporation	81.19	$56.06B	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/dhr
DAC	Danaos Corporation	2.89	$317.32M	2006	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/dac
DQ	DAQO New Energy Corp.	24.87	$259.48M	2010	Technology	Semiconductors	http://www.nasdaq.com/symbol/dq
DRI	Darden Restaurants, Inc.	62.33	$7.87B	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/dri
DAR	Darling Ingredients Inc.	14.38	$2.37B	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/dar
DVA	DaVita Inc.	64.78	$13.4B	n/a	Health Care	Hospital/Nursing Management	http://www.nasdaq.com/symbol/dva
DPM	DCP Midstream Partners, LP	33.56	$3.85B	2005	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/dpm
DCT	DCT Industrial Trust Inc	49.2	$4.44B	2006	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/dct
DDR	DDR Corp.	18.94	$6.93B	1993	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ddr
DDR^J	DDR Corp.	26.07	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ddr^j
DDR^K	DDR Corp.	26.38	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ddr^k
DF	Dean Foods Company	17.25	$1.56B	n/a	Consumer Non-Durables	Specialty Foods	http://www.nasdaq.com/symbol/df
DECK	Deckers Outdoor Corporation	63.2	$2.02B	1993	Consumer Non-Durables	Shoe Manufacturing	http://www.nasdaq.com/symbol/deck
DE	Deere & Company	84.05	$26.41B	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/de
DEX	Delaware Enhanced Global Dividend	10.5	$166.57M	2007	n/a	n/a	http://www.nasdaq.com/symbol/dex
DDF	Delaware Investments Dividend & Income Fund, Inc.	10.07	$81.49M	1993	n/a	n/a	http://www.nasdaq.com/symbol/ddf
DKL	Delek Logistics Partners, L.P.	27.285	$663.1M	2012	Energy	Natural Gas Distribution	http://www.nasdaq.com/symbol/dkl
DK	Delek US Holdings, Inc.	17.52	$1.08B	2006	Energy	Integrated oil Companies	http://www.nasdaq.com/symbol/dk
DLPH	Delphi Automotive plc	70.17	$19.14B	2011	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/dlph
DAL	Delta Air Lines, Inc.	37.17	$27.84B	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/dal
DEL	Deltic Timber Corporation	71.03	$862.94M	n/a	Basic Industries	Forest Products	http://www.nasdaq.com/symbol/del
DLX	Deluxe Corporation	69.11	$3.37B	n/a	Consumer Durables	Publishing	http://www.nasdaq.com/symbol/dlx
DMD	Demand Media Inc.	5.59	$113.97M	2011	Technology	EDP Services	http://www.nasdaq.com/symbol/dmd
DNR	Denbury Resources Inc.	3.2	$1.27B	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/dnr
DKT	Deutsch Bk Contingent Cap Tr V	26.91	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/dkt
DB	Deutsche Bank AG	14.9	$20.37B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/db
DTK	Deutsche Bank AG	26.13	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/dtk
DXB	Deutsche Bank AG	25.24	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/dxb
DVN	Devon Energy Corporation	44.27	$23.18B	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/dvn
DV	DeVry Education Group Inc.	22.66	$1.41B	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/dv
DHX	DHI Group, Inc.	8	$400.71M	2007	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/dhx
DHT	DHT Holdings, Inc.	4.18	$390.27M	2005	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/dht
DEO	Diageo plc	115.77	$79.72B	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	http://www.nasdaq.com/symbol/deo
DO	Diamond Offshore Drilling, Inc.	16.28	$2.23B	1995	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/do
DRII	Diamond Resorts International, Inc.	30.22	$2.11B	2013	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/drii
DRH	Diamondrock Hospitality Company	10.12	$2.03B	2005	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/drh
DSX	Diana Shipping inc.	2.32	$191.51M	2005	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/dsx
DSX^B	Diana Shipping inc.	17.1322	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dsx^b
DSXN	Diana Shipping inc.	23	n/a	2015	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/dsxn
DKS	Dick&#39;s Sporting Goods Inc	59.03	$6.67B	2002	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/dks
DBD	Diebold, Incorporated	28.43	$1.85B	n/a	Miscellaneous	Office Equipment/Supplies/Services	http://www.nasdaq.com/symbol/dbd
DLR	Digital Realty Trust, Inc.	100.1	$14.7B	2004	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/dlr
DLR^E.CL	Digital Realty Trust, Inc.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dlr^e.cl
DLR^F	Digital Realty Trust, Inc.	26.1883	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dlr^f
DLR^G	Digital Realty Trust, Inc.	26.14	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dlr^g
DLR^H	Digital Realty Trust, Inc.	29.03	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dlr^h
DLR^I	Digital Realty Trust, Inc.	27.82	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dlr^i
DGI	DigitalGlobe, Inc	27.08	$1.7B	2009	Consumer Services	Telecommunications Equipment	http://www.nasdaq.com/symbol/dgi
DDS	Dillard&#39;s, Inc.	60.02	$2.07B	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/dds
DDT	Dillard&#39;s, Inc.	26.99	n/a	n/a	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/ddt
DIN	DineEquity, Inc	78.74	$1.43B	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/din
DPLO	Diplomat Pharmacy, Inc.	32.16	$2.13B	2014	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/dplo
DFS	Discover Financial Services	60.02	$24.23B	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/dfs
DFS^B	Discover Financial Services	26.27	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dfs^b
DRA	Diversified Real Asset Income Fund	17.52	$313.34M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dra
DNI	Dividend and Income Fund	11.77	$124.26M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dni
DLB	Dolby Laboratories	49.65	$5.01B	2005	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/dlb
DG	Dollar General Corporation	73.32	$20.66B	2009	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/dg
DDC	Dominion Diamond Corporation	8.79	$750.1M	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ddc
DM	Dominion Midstream Partners, LP	25.08	$1.95B	2014	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/dm
D	Dominion Resources, Inc.	74.75	$46.78B	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/d
DCUC	Dominion Resources, Inc.	50.8	$31.79B	n/a	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dcuc
DCUD	Dominion Resources, Inc.	51.021	n/a	2016	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/dcud
DRUA	Dominion Resources, Inc.	25.61	n/a	2016	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/drua
